Hardrive,Deep Inside,0.001609,0.683193,0.71855,0.098583,0.0756875,1,0.056716,0.581438889,0.070061,3
Montell Jordan,This Is How We Do It,0.011394,0.806133,0.67419,0.622322,0.079925,1,0.085308,0.46485,0.7371,2
Dave Brubeck,My Favorite Things,0.678106,0.455431,0.244176,0.086709,-0.00496875,0,0.033908,0.495366667,0.475601,0
Kelis,Milkshake,0.389069,0.959763,0.822053,0.157365,0.08078125,1,0.139975,0.544227778,0.804083,3
Rossini,William Tell Overture,0.76524,0.399154,0.596493,0.224438,0.05185,1,0.043318,0.345138889,0.47065,0
Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18",0.980306,0.165748,0.268826,0.421292,0.0320375,1,0.038076,0.204077778,0.057925,1
Underworld,Shudder / King Of Snake (Live),0.00097,0.518071,0.973384,0.680424,0.070325,0,0.0952,0.66665,0.138024,3
Amy Winehouse,You Know I'm No Good,0.039962,0.704902,0.800754,0.129009,0.10136875,1,0.031528,0.461577778,0.680844,0
Bell Biv DeVoe,Poison,0.001554,0.820954,0.532571,0.637084,0.05358125,0,0.19844,0.510377778,0.796087,2
Hermao Feriera,Song For My Father,0.657827,0.715766,0.244264,0.09308,-0.0158,0,0.043538,0.666422222,0.92317,0
Nina Simone,Strange Fruit,0.823075,0.265292,0.239735,0.115916,0.0498875,0,0.039344,0.429061111,0.054066,0
Cannibal Corpse,Unleashing the Bloodthirsty,0.000117,0.267255,0.997503,0.402331,0.08250625,1,0.249281,0.605627778,0.037202,3
Etta James,At Last,0.617898,0.170636,0.272009,0.230924,0.049525,1,0.032206,0.8542,0.277885,0
Peggy Lee,Fever,0.18183,0.78543,0.15794,0.127301,0.05408125,1,0.079538,0.6535,0.554291,1
Ella Fitzgerald,How High the Moon,0.885629,0.557813,0.358164,0.074336,0.03921875,0,0.059257,0.513166667,0.632918,1
Benny Goodman,Sing Sing Sing,0.941749,0.63724,0.86238,0.114067,0.086025,0,0.064918,0.502622222,0.244619,0
New Order,Blue Monday,0.000412,0.613229,0.92719,0.830707,0.0772875,1,0.042357,0.614344444,0.266252,3
Next,Too Close,0.012214,0.849531,0.377461,0.189342,0.05973125,0,0.100924,0.439877778,0.810825,2
Metallica,Enter Sandman,0.005506,0.219601,0.949831,0.193506,0.07785625,0,0.13242,0.473666667,0.230855,3
Daft Punk,Get Lucky,0.060375,0.804968,0.850349,0.104369,0.0796125,0,0.039046,0.533577778,0.832069,3
Justice,Waters Of Nazareth,0.031728,0.324144,0.993385,0.71048,0.11153125,1,0.369784,0.622038889,0.045484,4
Louis Armstrong,What a Wonderful World,0.946322,0.528854,0.39888,0.157624,0.0764875,1,0.030393,0.490105556,0.79664,1
Skrillex,Scary Monsters And Nice Sprites,0.014014,0.532104,0.865621,0.168545,0.0776125,0,0.101395,0.666916667,0.45944,2
Miguel,Adorn,0.137173,0.559591,0.603488,0.113865,0.09245,1,0.270665,0.883794444,0.207714,3
Orbital,Chime,8.90E-05,0.600725,0.982429,0.212417,0.08839375,1,0.042561,0.649994444,0.319999,3
Johann Pachelbel,Canon in D major,0.868081,0.514195,0.195567,0.240322,-0.00299375,1,0.033546,0.333388889,0.518632,1
Beethoven Consort,Beethoven : Symphony No. 5,0.890643,0.239452,0.111005,0.367588,0.0256125,1,0.03643,0.680627778,0.286565,1
Antonio Vivaldi,"Spring, Largo",0.959765,0.236043,0.142577,0.197318,0.00348125,0,0.038055,0.38735,0.076951,1
Aaliyah,Are You That Somebody,0.160639,0.852277,0.657793,0.099923,0.0806,0,0.1721,0.655477778,0.830529,2
Aaron Copland,Appalachian Spring,0.951829,0.170276,0.068923,0.071753,-0.00883125,1,0.048291,0.2477,0.05768,1
Rhythim Is Rhythim,Strings Of Life,0.5182,0.52668,0.719325,0.087439,0.03503125,1,0.036094,0.603955556,0.673818,0
Johann Sebastian Bach,Toccata and Fugue in D Minor,0.810756,0.159929,0.094964,0.172233,-0.0150375,0,0.035776,0.452861111,0.109038,0
Pantera,Cowboys From Hell,0.000173,0.281058,0.96151,0.974215,0.07840625,0,0.112445,0.506061111,0.223998,3
Usher,Climax,0.503941,0.652938,0.48106,0.171046,0.0691625,1,0.080581,0.643994444,0.371112,2
Iron Maiden,The Trooper,0.021478,0.288059,0.856508,0.71255,0.0826875,0,0.06412,0.788433333,0.694967,4
Maynard Ferguson,Birdland,0.025441,0.631792,0.775812,0.084624,0.06039375,1,0.05729,0.8127,0.90049,0
Plastikman,Spastik,0.000948,0.800381,0.936431,0.132591,0.06718125,1,0.058402,0.605422222,0.550681,3
